RANKING,titulo,ANIO,puntaje,genero,Cantidad de votos,direccion,duracion,GANANCIAS EN DOLARES
4226,The War of the Worlds,1953,7.2,"Acción, Ciencia Ficción, Suspenso",28700,Byron Haskin,85,4360000
4227,All the Boys Love Mandy Lane,2006,5.6,Horror,28699,Jonathan Levine,90,NA
4228,Drugstore Cowboy,1989,7.4,"Crimen, Drama",28698,Gus Van Sant,101,4730000
4229,Must Love Dogs,2005,5.9,"Comedia, Romántica",28692,Gary David Goldberg,98,43890000
4230,2 Days in Paris,2007,6.8,"Comedia, Drama, Romántica",28689,Julie Delpy,96,4430000
4231,Toys,1992,5,"Aventura, Comedia, Drama",28682,Barry Levinson,118,21450000
4232,Cypher,2002,6.8,"Misterio, Ciencia Ficción, Suspenso",28682,Vincenzo Natali,95,NA
4233,True Crime,1999,6.6,"Crimen, Drama, Misterio",28674,Clint Eastwood,127,16640000
4234,Dragnet,1987,5.9,"Comedia, Crimen",28673,Tom Mankiewicz,106,57390000
4235,An American Crime,2007,7.4,"Biografía, Crimen, Drama",28639,Tommy O'Haver,98,NA
4236,Sleeping Beauty,2011,5.3,"Drama, Romántica, Suspenso",28637,Julia Leigh,101,40000
4237,Boat Trip,2002,4.9,Comedia,28635,Mort Nathan,94,8590000
4238,Kakushi-toride no san-akunin,1958,8.1,"Aventura, Drama",28610,Akira Kurosawa,139,NA
4239,K-9,1989,6,"Acción, Comedia, Crimen",28593,Rod Daniel,101,43250000
4240,A Long Way Down,2014,6.4,"Comedia, Drama",28593,Pascal Chaumeil,96,10000
4241,The Many Adventures of Winnie the Pooh,1977,7.6,"Animación, Comedia, Familiar",28564,John Lounsbery,74,59000000
4242,Once Were Warriors,1994,7.9,"Crimen, Drama",28559,Lee Tamahori,102,2200000
4243,The Muppet Movie,1979,7.6,"Aventura, Comedia, Familiar",28551,James Frawley,95,76660000
4244,A Little Princess,1995,7.7,"Drama, Familiar, Fantasía",28546,Alfonso Cuarón,97,10020000
4245,Jack Frost,1998,5.3,"Comedia, Drama, Familiar",28536,Troy Miller,101,34550000
4246,Priceless,2006,7,"Comedia, Romántica",28534,Pierre Salvadori,106,1500000
4247,The Island of Dr. Moreau,1996,4.4,"Horror, Ciencia Ficción, Suspenso",28511,John Frankenheimer,96,27660000
4248,The First Purge,2018,5.1,"Acción, Horror, Ciencia Ficción",28485,Gerard McMurray,98,69090000
4249,The Glass House,2001,5.8,"Crimen, Drama, Misterio",28465,Daniel Sackheim,106,18000000
4250,Hysteria,2011,6.7,"Comedia, Romántica",28451,Tanya Wexler,100,1800000
4251,1941,1979,5.8,"Acción, Comedia, Guerra",28447,Steven Spielberg,118,31760000
4252,Les visiteurs,1993,7,"Comedia, Fantasía",28447,Jean-Marie Poiré,107,700000
4253,13 Sins,2014,6.3,"Horror, Suspenso",28438,Daniel Stamm,93,10000
4254,Babe: Pig in the City,1998,5.8,"Aventura, Comedia, Drama",28435,George Miller,97,18320000
4255,Chasing Mavericks,2012,7.2,"Biografía, Drama, Deportes",28423,Michael Apted,116,6000000
4256,Oliver Twist,2005,6.9,"Crimen, Drama",28411,Roman Polanski,130,1990000
4257,Sleuth,2007,6.5,"Crimen, Drama, Misterio",28409,Kenneth Branagh,88,340000
4258,Escape from the Planet of the Apes,1971,6.3,"Acción, Ciencia Ficción",28407,Don Taylor,98,12300000
4259,The Edge of Heaven,2007,7.8,Drama,28391,Fatih Akin,122,740000
4260,Double Team,1997,4.7,"Acción, Comedia, Ciencia Ficción",28349,Hark Tsui,93,11440000
4261,Cursed,2005,5,"Comedia, Horror",28338,Wes Craven,97,19300000
4262,Can't Buy Me Love,1987,6.7,"Comedia, Drama, Romántica",28330,Steve Rash,94,31620000
4263,How It Ends,2018,5,"Acción, Aventura, Drama",28318,David M. Rosenthal,113,NA
4264,The Odd Couple,1968,7.7,Comedia,28309,Gene Saks,105,44530000
4265,The Zookeeper's Wife,2017,7,"Biografía, Drama, Histórico",28308,Niki Caro,127,17450000
4266,Envy,2004,4.8,Comedia,28305,Barry Levinson,99,12180000
4267,Tora! Tora! Tora!,1970,7.5,"Acción, Drama, Histórico",28295,Richard Fleischer,144,29550000
4268,Paan Singh Tomar,2012,8.2,"Acción, Biografía, Crimen",28295,Tigmanshu Dhulia,135,40000
4269,Barbarella,1968,5.9,"Aventura, Comedia, Fantasía",28270,Roger Vadim,98,NA
4270,Darkness Falls,2003,5,"Fantasía, Horror, Misterio",28264,Jonathan Liebesman,86,32549999.999999996
4271,Altered States,1980,6.9,"Horror, Ciencia Ficción, Suspenso",28258,Ken Russell,102,19850000
4272,Friday the 13th Part VIII: Jason Takes Manhattan,1989,4.6,"Aventura, Horror, Suspenso",28215,Rob Hedden,100,14340000
4273,The Machine,2013,6.1,"Acción, Drama, Ciencia Ficción",28209,Caradog W. James,91,NA
4274,The Salton Sea,2002,7.2,"Crimen, Drama, Misterio",28209,D.J. Caruso,103,760000
4275,Police Academy: Mission to Moscow,1994,3.4,"Comedia, Crimen",28193,Alan Metter,83,130000
4276,Boogeyman,2005,4.2,"Drama, Horror, Misterio",28182,Stephen Kay,89,46750000
4277,Love Happens,2009,5.6,"Drama, Romántica",28171,Brandon Camp,109,22930000
4278,Armoured,2009,5.7,"Acción, Crimen, Suspenso",28141,Nimród Antal,88,15990000
4279,Main Hoon Na,2004,7,"Acción, Comedia, Drama",28141,Farah Khan,179,1720000
4280,Butterfly on a Wheel,2007,6.7,"Crimen, Drama, Misterio",28087,Mike Barker,95,NA
4281,In Your Eyes,2014,7.1,"Fantasía, Romántica",28080,Brin Hill,106,NA
4282,Snatched,2017,4.4,"Acción, Aventura, Comedia",28077,Jonathan Levine,90,45830000
4283,Blue Crush,2002,5.7,"Drama, Romántica, Deportes",28077,John Stockwell,104,40390000
4284,A Walk in the Clouds,1995,6.7,"Drama, Romántica",28075,Alfonso Arau,102,50010000
4285,Gummo,1997,6.7,"Comedia, Drama",28073,Harmony Korine,89,20000
4286,Muppets Most Wanted,2014,6.4,"Aventura, Comedia, Crimen",28068,James Bobin,107,51180000
4287,Happythankyoumoreplease,2010,6.8,"Comedia, Drama, Romántica",28061,Josh Radnor,100,220000
4288,The Choice,2016,6.6,"Drama, Romántica",28024,Ross Katz,111,18710000
4289,Superbabies: Baby Geniuses 2,2004,2,"Comedia, Familiar, Ciencia Ficción",28002,Bob Clark,88,9110000
4290,Compliance,2012,6.4,"Biografía, Crimen, Drama",27992,Craig Zobel,90,320000
4291,Rumble Fish,1983,7.2,Drama,27988,Francis Ford Coppola,94,2490000
4292,Yi dai zong shi,2013,6.6,"Acción, Biografía, Drama",27987,Kar-Wai Wong,130,6590000
4293,Spartan,2004,6.6,"Acción, Crimen, Drama",27980,David Mamet,106,4430000
4294,Friday the 13th: A New Beginning,1985,4.8,"Horror, Misterio, Suspenso",27979,Danny Steinmann,92,21930000
4295,Troll 2,1990,2.8,"Comedia, Fantasía, Horror",27969,Claudio Fragasso,95,NA
4296,Radio Days,1987,7.6,Comedia,27963,Woody Allen,88,14790000
4297,Stay Alive,2006,5.1,"Fantasía, Horror, Ciencia Ficción",27933,William Brent Bell,85,23090000
4298,A Wrinkle in Time,2018,4.2,"Aventura, Familiar, Fantasía",27930,Ava DuVernay,109,100480000
4299,Suspicion,1941,7.4,"Misterio, Suspenso",27928,Alfred Hitchcock,99,4500000
4300,The Second Best Exotic Marigold Hotel,2015,6.6,"Comedia, Drama",27928,John Madden,122,33080000
4301,Bubble Boy,2001,5.6,"Aventura, Comedia, Romántica",27921,Blair Hayes,84,5000000
4302,Teenage Mutant Ninja Turtles III,1993,4.8,"Acción, Aventura, Comedia",27912,Stuart Gillard,96,42660000
4303,Gedo senki,2006,6.5,"Animación, Aventura, Fantasía",27895,Gorô Miyazaki,115,50000
4304,The Accused,1988,7.1,Drama,27892,Jonathan Kaplan,111,32070000
4305,A Night at the Opera,1935,8,"Comedia, Música, Musical",27892,Sam Wood,96,NA
4306,Out of the Past,1947,8.1,"Crimen, Drama, Cine negro",27877,Jacques Tourneur,97,NA
4307,Brimstone,2016,7.1,"Drama, Misterio, Suspenso",27870,Martin Koolhoven,148,NA
4308,Creep,2014,6.3,"Horror, Suspenso",27866,Patrick Brice,77,NA
4309,The Three Stooges,2012,5.1,"Comedia, Familiar",27863,Bobby Farrelly,92,44340000
4310,Jeune & Jolie,2013,6.8,"Drama, Romántica",27848,François Ozon,95,50000
4311,Los ojos de Julia,2010,6.7,"Horror, Misterio, Suspenso",27848,Guillem Morales,118,NA
4312,Fanaa,2006,7.2,"Crimen, Drama, Romántica",27827,Kunal Kohli,168,2100000
4313,Killer Klowns from Outer Space,1988,6.1,"Comedia, Horror, Ciencia Ficción",27809,Stephen Chiodo,88,15630000
4314,Dilwale,2015,5.2,"Acción, Comedia, Romántica",27804,Rohit Shetty,158,4830000
4315,Unknown,2006,6.5,"Crimen, Drama, Misterio",27780,Simon Brand,85,140000
4316,Big Nothing,2006,6.8,"Comedia, Crimen, Suspenso",27763,Jean-Baptiste Andrea,86,NA
4317,School for Scoundrels,2006,5.9,Comedia,27760,Todd Phillips,100,17800000
4318,Hop,2011,5.5,"Animación, Aventura, Comedia",27757,Tim Hill,95,108090000
4319,Single White Female,1992,6.3,"Drama, Suspenso",27722,Barbet Schroeder,107,47920000
4320,Anything Else,2003,6.4,"Comedia, Romántica",27709,Woody Allen,108,3200000
4321,Nosferatu the Vampyre,1979,7.6,Horror,27707,Werner Herzog,107,NA
4322,Kagemusha,1980,8,"Drama, Histórico, Guerra",27707,Akira Kurosawa,180,NA
4323,White Oleander,2002,7.2,Drama,27706,Peter Kosminsky,109,16350000.000000002
4324,Bigfoot and the Hendersons,1987,5.9,"Comedia, Familiar, Fantasía",27688,William Dear,110,29760000
4325,New Jack City,1991,6.6,"Acción, Crimen, Drama",27667,Mario Van Peebles,101,47620000
4326,Upstream Colour,2013,6.7,"Drama, Ciencia Ficción",27653,Shane Carruth,96,440000
4327,Feast,2005,6.4,"Acción, Comedia, Horror",27591,John Gulager,95,50000
4328,Tully,2018,7,"Comedia, Drama, Misterio",27573,Jason Reitman,95,9230000
4329,Tank Girl,1995,5.3,"Acción, Comedia, Ciencia Ficción",27542,Rachel Talalay,104,4059999.9999999995
4330,Tyrannosaur,2011,7.6,Drama,27507,Paddy Considine,92,20000
4331,The Human Stain,2003,6.3,"Drama, Horror, Romántica",27506,Robert Benton,106,5380000
4332,Big Game,2014,5.4,"Acción, Aventura",27503,Jalmari Helander,90,20000
4333,Goya's Ghosts,2006,6.9,"Biografía, Drama, Histórico",27486,Milos Forman,113,1000000
4334,Personal Shopper,2016,6.2,"Drama, Horror, Misterio",27473,Olivier Assayas,105,1310000
4335,The People Under the Stairs,1991,6.4,"Comedia, Horror, Misterio",27469,Wes Craven,102,24200000
4336,Phantasm,1979,6.8,"Horror, Ciencia Ficción",27420,Don Coscarelli,88,11990000
4337,Multiplicity,1996,6,"Comedia, Romántica, Ciencia Ficción",27418,Harold Ramis,117,20100000
4338,Au Revoir les Enfants,1987,8,"Drama, Guerra",27407,Louis Malle,104,4540000
4339,Young Guns II: Blaze of Glory,1990,6.5,"Acción, Oeste",27377,Geoff Murphy,104,44140000
4340,Heavy Metal,1981,6.7,"Animación, Aventura, Fantasía",27376,Gerald Potterton,86,NA
4341,Jimmy Neutron: Boy Genius,2001,6,"Animación, Acción, Aventura",27368,John A. Davis,82,80940000
4342,Unfinished Business,2015,5.4,"Comedia, Drama",27361,Ken Scott,91,10210000
4343,The Secret of Kells,2009,7.7,"Animación, Aventura, Familiar",27347,Tomm Moore,71,690000
4344,Way of the Dragon,1972,7.3,"Acción, Aventura, Crimen",27339,Bruce Lee,100,NA
4345,"Men, Women & Children",2014,6.7,"Comedia, Drama",27302,Jason Reitman,119,460000
4346,Kaguyahime no monogatari,2013,8.1,"Animación, Aventura, Drama",27293,Isao Takahata,137,1510000
4347,Henry: Portrait of a Serial Killer,1986,7,"Biografía, Crimen, Drama",27281,John McNaughton,83,610000
4348,L.A. Story,1991,6.7,"Comedia, Drama, Fantasía",27281,Mick Jackson,95,28860000
4349,Critters,1986,6,"Comedia, Horror, Ciencia Ficción",27257,Stephen Herek,86,13170000
4350,*batteries not included,1987,6.6,"Comedia, Familiar, Fantasía",27239,Matthew Robbins,106,32950000.000000004
4351,Conquest of the Planet of the Apes,1972,6.1,"Acción, Ciencia Ficción",27236,J. Lee Thompson,88,9000000
4352,Circle,2015,6,"Drama, Misterio, Ciencia Ficción",27206,Aaron Hann,87,NA
4353,Alan Partridge: Alpha Papa,2013,6.9,"Acción, Comedia, Crimen",27205,Declan Lowney,90,150000
4354,Barbershop,2002,6.3,"Comedia, Drama",27196,Tim Story,102,75780000
4355,One Night at McCool's,2001,6.1,"Comedia, Crimen",27165,Harald Zwart,93,6290000
4356,Dark Water,2002,6.7,"Drama, Horror, Misterio",27164,Hideo Nakata,101,NA
4357,Ong-bak 2,2008,6.2,Acción,27162,Tony Jaa,98,100000
4358,Stalingrad,1993,7.5,"Drama, Guerra",27143,Joseph Vilsmaier,134,80000
4359,A Man for All Seasons,1966,7.9,"Biografía, Drama, Histórico",27131,Fred Zinnemann,120,28350000
4360,Seraphim Falls,2006,6.7,"Acción, Drama, Suspenso",27125,David Von Ancken,115,420000
4361,Real Genius,1985,7,"Comedia, Romántica, Ciencia Ficción",27100,Martha Coolidge,108,13000000
4362,The Blob,1988,6.4,"Horror, Ciencia Ficción, Suspenso",27089,Chuck Russell,95,8250000
4363,Ken Park,2002,5.9,Drama,27072,Larry Clark,93,NA
4364,Suburbicon,2017,5.6,"Comedia, Crimen, Drama",27065,George Clooney,105,5780000
4365,Antitrust,2001,6.1,"Acción, Crimen, Drama",27057,Peter Howitt,105,10970000
4366,Celeste & Jesse Forever,2012,6.6,"Comedia, Drama, Romántica",27055,Lee Toland Krieger,92,3090000
4367,Paranoid Park,2007,6.7,"Crimen, Drama, Misterio",27055,Gus Van Sant,85,490000
4368,Survivor,2015,5.6,"Acción, Crimen, Suspenso",27054,James McTeigue,96,NA
4369,Idioterne,1998,6.8,"Comedia, Drama",27049,Lars von Trier,117,10000
4370,Ils - Them,2006,6.5,"Horror, Suspenso",27043,David Moreau,77,NA
4371,Mic Macs à Tire-Larigot,2009,7.2,"Acción, Comedia, Crimen",27037,Jean-Pierre Jeunet,105,1260000
4372,Gentlemen Prefer Blondes,1953,7.2,"Comedia, Musical, Romántica",27020,Howard Hawks,91,12000000
4373,The Santa Clause 3: The Escape Clause,2006,4.7,"Aventura, Comedia, Familiar",27016,Michael Lembeck,97,84500000
4374,The Art of War,2000,5.7,"Acción, Aventura, Crimen",27015,Christian Duguay,117,30210000
4375,To Have and Have Not,1944,8,"Aventura, Comedia, Romántica",27006,Howard Hawks,100,NA
4376,Baiohazâdo: Dijenerêshon,2008,6.5,"Animación, Acción, Horror",26990,Makoto Kamiya,97,NA
4377,Alvin and the Chipmunks: Chipwrecked,2011,4.4,"Animación, Aventura, Comedia",26970,Mike Mitchell,87,133110000.00000001
4378,Michael Collins,1996,7.2,"Biografía, Drama, Suspenso",26965,Neil Jordan,133,11090000
4379,The Limey,1999,7.1,"Crimen, Drama, Misterio",26956,Steven Soderbergh,89,3190000
4380,Major Payne,1995,6.2,"Aventura, Comedia, Familiar",26941,Nick Castle,95,29410000
4381,Gods and Monsters,1998,7.5,"Biografía, Drama",26909,Bill Condon,105,6390000
4382,Mother's Day,2016,5.6,"Comedia, Drama",26896,Garry Marshall,118,32460000
4383,The Lord of the Rings,1978,6.2,"Animación, Aventura, Fantasía",26895,Ralph Bakshi,132,920000
4384,Friday the 13th Part VII: The New Blood,1988,5.3,"Horror, Suspenso",26869,John Carl Buechler,88,19170000
4385,King of New York,1990,7,"Crimen, Suspenso",26856,Abel Ferrara,103,2550000
4386,Playing for Keeps,2012,5.7,"Comedia, Romántica, Deportes",26856,Gabriele Muccino,105,13100000
4387,A Bad Moms Christmas,2017,5.5,"Aventura, Comedia",26848,Jon Lucas,104,72110000
4388,Bajirao Mastani,2015,7.2,"Acción, Drama, Histórico",26848,Sanjay Leela Bhansali,158,6560000
4389,The Meyerowitz Stories (New and Selected),2017,7,"Comedia, Drama",26832,Noah Baumbach,112,NA
4390,Girls Trip,2017,6.2,"Comedia, Drama",26823,Malcolm D. Lee,122,115110000
4391,The Howling,1981,6.6,Horror,26816,Joe Dante,91,17990000
4392,The Way,2010,7.4,"Aventura, Comedia, Drama",26809,Emilio Estevez,123,4430000
4393,Batman: The Movie,1966,6.5,"Aventura, Comedia, Crimen",26797,Leslie H. Martinson,105,NA
4394,Krull,1983,6.1,"Acción, Aventura, Fantasía",26795,Peter Yates,116,16520000
4395,Fido,2006,6.7,"Comedia, Drama, Horror",26791,Andrew Currie,93,300000
4396,45 Years,2015,7.1,"Drama, Romántica",26788,Andrew Haigh,91,4250000
4397,The Stepfather,2009,5.6,"Crimen, Suspenso",26786,Nelson McCormick,101,29060000
4398,Vizontele,2001,8.1,"Comedia, Drama",26776,Yilmaz Erdogan,110,NA
4399,Body Heat,1981,7.4,"Crimen, Drama, Romántica",26773,Lawrence Kasdan,113,24060000
4400,...and justice for all.,1979,7.4,"Crimen, Drama, Suspenso",26758,Norman Jewison,119,NA
4401,The Homesman,2014,6.6,"Drama, Oeste",26738,Tommy Lee Jones,122,2430000
4402,Oscar,1991,6.5,"Comedia, Crimen",26727,John Landis,109,23560000
4403,And Now for Something Completely Different,1971,7.6,Comedia,26723,Ian MacNaughton,88,NA
4404,Maximum Overdrive,1986,5.4,"Acción, Comedia, Horror",26685,Stephen King,98,7430000
4405,M.S. Dhoni: The Untold Story,2016,7.7,"Biografía, Drama, Deportes",26676,Neeraj Pandey,184,1780000
4406,Taking Woodstock,2009,6.7,"Biografía, Comedia, Drama",26673,Ang Lee,120,7440000
4407,Kidnap,2017,5.9,"Acción, Crimen, Drama",26661,Luis Prieto,95,30720000
4408,Interstate 60: Episodes of the Road,2002,7.7,"Aventura, Comedia, Drama",26654,Bob Gale,116,NA
4409,Pulse,2006,4.7,"Horror, Ciencia Ficción, Suspenso",26644,Jim Sonzero,90,20260000
4410,Stretch,2014,6.5,"Comedia, Crimen",26642,Joe Carnahan,94,NA
4411,Imagine Me & You,2005,6.8,"Comedia, Drama, Romántica",26637,Ol Parker,90,670000
4412,Miracle on 34th Street,1994,6.5,"Familiar, Fantasía",26637,Les Mayfield,114,17190000
4413,An Unfinished Life,2005,7,"Drama, Familiar, Romántica",26628,Lasse Hallström,108,8590000
4414,The Big Hit,1998,6.1,"Acción, Comedia, Crimen",26628,Kirk Wong,91,27050000
4415,Powder,1995,6.6,"Drama, Fantasía, Misterio",26626,Victor Salva,111,30860000
4416,The Two Faces of January,2014,6.2,"Romántica, Suspenso",26594,Hossein Amini,96,510000
4417,The Barbarian Invasions,2003,7.7,"Comedia, Crimen, Drama",26592,Denys Arcand,99,3430000
4418,The Man Who Knew Too Little,1997,6.6,"Acción, Comedia, Crimen",26573,Jon Amiel,94,13800000
4419,King Kong,1976,5.9,"Aventura, Horror",26569,John Guillermin,134,52610000
4420,The Prophecy,1995,6.5,"Acción, Crimen, Drama",26565,Gregory Widen,98,16120000.000000002
4421,Raw Deal,1986,5.5,"Acción, Crimen, Suspenso",26558,John Irvin,106,16210000
4422,Danny Collins,2015,7,"Biografía, Comedia, Drama",26550,Dan Fogelman,106,5350000
4423,Kod Adi K.O.Z.,2015,1.6,"Crimen, Misterio",26541,Celal Çimen,114,NA
4424,Pushing Tin,1999,6,"Comedia, Drama, Romántica",26539,Mike Newell,124,8410000
4425,Regarding Henry,1991,6.7,"Drama, Romántica",26513,Mike Nichols,108,43000000
4426,The Eye,2002,6.7,"Drama, Horror, Suspenso",26510,Danny Pang,99,500000
4427,Searching for Bobby Fischer,1993,7.5,"Biografía, Drama",26508,Steven Zaillian,109,7270000
4428,Sid and Nancy,1986,7.1,"Biografía, Drama, Música",26497,Alex Cox,112,2830000
4429,Dans la maison,2012,7.4,"Comedia, Drama, Misterio",26496,François Ozon,105,350000
4430,Romeo and Juliet,1968,7.6,"Drama, Romántica",26478,Franco Zeffirelli,138,38900000
4431,Fitzcarraldo,1982,8.1,"Aventura, Drama",26474,Werner Herzog,158,NA
4432,Race 3,2018,2.1,"Acción, Suspenso",26452,Remo D'Souza,160,1690000
4433,Erased,2012,6.1,"Acción, Suspenso",26442,Philipp Stölzl,100,NA
4434,Tsotsi,2005,7.3,"Crimen, Drama",26438,Gavin Hood,94,2910000
4435,Sorority Row,2009,5.2,"Horror, Misterio",26433,Stewart Hendler,101,11960000
4436,Nixon,1995,7.1,"Biografía, Drama, Histórico",26420,Oliver Stone,192,13560000
4437,The Double,2011,5.9,"Acción, Crimen, Drama",26401,Michael Brandt,98,NA
4438,An American in Paris,1951,7.2,"Drama, Musical, Romántica",26390,Vincente Minnelli,114,4500000
4439,Pek Yakinda,2014,7.6,Comedia,26388,Cem Yilmaz,134,NA
4440,8 femmes,2002,7.1,"Comedia, Crimen, Musical",26386,François Ozon,111,3080000
4441,Kangaroo Jack,2003,4.4,"Acción, Aventura, Comedia",26335,David McNally,89,66930000.00000001
4442,Loving,2016,7,"Biografía, Drama, Romántica",26325,Jeff Nichols,123,7700000
4443,My Boss's Daughter,2003,4.7,"Comedia, Romántica",26291,David Zucker,86,15550000
4444,ARQ,2016,6.4,"Ciencia Ficción, Suspenso",26289,Tony Elliott,88,NA
4445,Club Dread,2004,5.7,"Comedia, Horror, Misterio",26273,Jay Chandrasekhar,104,4990000
4446,The Football Factory,2004,6.9,"Crimen, Drama, Deportes",26272,Nick Love,91,NA
4447,Death Note,2006,7.8,"Crimen, Drama, Fantasía",26255,Shûsuke Kaneko,126,NA
4448,Popeye,1980,5.2,"Aventura, Comedia, Familiar",26251,Robert Altman,97,49820000
4449,Things We Lost in the Fire,2007,7.2,Drama,26250,Susanne Bier,118,3290000
4450,The Black Cauldron,1985,6.5,"Animación, Acción, Aventura",26246,Ted Berman,80,21290000
4451,Cyborg,1989,5.1,"Acción, Ciencia Ficción, Suspenso",26246,Albert Pyun,86,10170000
4452,Battle for the Planet of the Apes,1973,5.5,"Acción, Ciencia Ficción",26232,J. Lee Thompson,86,8800000
4453,Halloween: The Curse of Michael Myers,1995,4.9,"Horror, Suspenso",26203,Joe Chappelle,87,15120000
4454,Firestarter,1984,6,"Acción, Horror, Ciencia Ficción",26136,Mark L. Lester,114,15100000
4455,Love Story,1970,6.9,"Drama, Romántica",26120,Arthur Hiller,100,106400000
4456,Cop Car,2015,6.3,"Crimen, Suspenso",26119,Jon Watts,88,130000
4457,Dance of the Vampires,1967,7.2,"Comedia, Horror",26103,Roman Polanski,108,NA
4458,Mesrine Part 2: Public Enemy Number 1,2008,7.5,"Acción, Biografía, Crimen",26100,Jean-François Richet,133,280000
4459,Universal Soldier: The Return,1999,4.1,"Acción, Ciencia Ficción",26098,Mic Rodgers,83,10430000
4460,Murder at 1600,1997,6.1,"Acción, Crimen, Drama",26096,Dwight H. Little,107,25830000
4461,The Lion in Winter,1968,8.1,"Biografía, Drama, Histórico",26093,Anthony Harvey,134,22280000
4462,No se aceptan devoluciones,2013,7.6,"Comedia, Drama",26063,Eugenio Derbez,115,44470000
4463,Black Christmas,1974,7.2,"Horror, Misterio, Suspenso",26058,Bob Clark,98,4050000
4464,Undisputed,2002,6.2,"Acción, Crimen, Drama",26057,Walter Hill,94,12400000
4465,The Perfect Man,2005,5.5,"Comedia, Familiar, Romántica",26057,Mark Rosman,100,16250000
